Sex,LFSP_C16,Labour force status,ASGS_2016,Region,Value
Persons,TOT,Total,210031439,Gowanbrae,16
Males,1,"Employed, worked full-time",210031440,Hadfield,0
Females,1,"Employed, worked full-time",210031440,Hadfield,3
Persons,1,"Employed, worked full-time",210031440,Hadfield,3
Males,2,"Employed, worked part-time",210031440,Hadfield,0
Females,2,"Employed, worked part-time",210031440,Hadfield,9
Persons,2,"Employed, worked part-time",210031440,Hadfield,9
Males,3,"Employed, away from work",210031440,Hadfield,0
Females,3,"Employed, away from work",210031440,Hadfield,0
Persons,3,"Employed, away from work",210031440,Hadfield,4
Males,4,"Employed, hours of work not stated",210031440,Hadfield,0
Females,4,"Employed, hours of work not stated",210031440,Hadfield,3
Persons,4,"Employed, hours of work not stated",210031440,Hadfield,3
Males,5,"Unemployed, looking for full-time work",210031440,Hadfield,0
Females,5,"Unemployed, looking for full-time work",210031440,Hadfield,0
Persons,5,"Unemployed, looking for full-time work",210031440,Hadfield,0
Males,6,"Unemployed, looking for part-time work",210031440,Hadfield,0
Females,6,"Unemployed, looking for part-time work",210031440,Hadfield,3
Persons,6,"Unemployed, looking for part-time work",210031440,Hadfield,3
Males,7,Not in the labour force,210031440,Hadfield,0
Females,7,Not in the labour force,210031440,Hadfield,30
Persons,7,Not in the labour force,210031440,Hadfield,30
Males,Z,Labour force status not stated,210031440,Hadfield,0
Females,Z,Labour force status not stated,210031440,Hadfield,0
Persons,Z,Labour force status not stated,210031440,Hadfield,0
Males,EMP,Total Employed,210031440,Hadfield,0
Females,EMP,Total Employed,210031440,Hadfield,13
Persons,EMP,Total Employed,210031440,Hadfield,19
Males,UEMP,Total Unemployed,210031440,Hadfield,0
Females,UEMP,Total Unemployed,210031440,Hadfield,3
Persons,UEMP,Total Unemployed,210031440,Hadfield,3
Males,LF,Total Labour Force,210031440,Hadfield,0
Females,LF,Total Labour Force,210031440,Hadfield,21
Persons,LF,Total Labour Force,210031440,Hadfield,21
Males,TOT,Total,210031440,Hadfield,3
Females,TOT,Total,210031440,Hadfield,51
Persons,TOT,Total,210031440,Hadfield,47
Males,1,"Employed, worked full-time",210041240,Sunbury,0
Females,1,"Employed, worked full-time",210041240,Sunbury,6
Persons,1,"Employed, worked full-time",210041240,Sunbury,8
Males,2,"Employed, worked part-time",210041240,Sunbury,0
Females,2,"Employed, worked part-time",210041240,Sunbury,25
Persons,2,"Employed, worked part-time",210041240,Sunbury,25
Males,3,"Employed, away from work",210041240,Sunbury,0
Females,3,"Employed, away from work",210041240,Sunbury,3
Persons,3,"Employed, away from work",210041240,Sunbury,3
Males,4,"Employed, hours of work not stated",210041240,Sunbury,0
Females,4,"Employed, hours of work not stated",210041240,Sunbury,0
Persons,4,"Employed, hours of work not stated",210041240,Sunbury,0
Males,5,"Unemployed, looking for full-time work",210041240,Sunbury,0
Females,5,"Unemployed, looking for full-time work",210041240,Sunbury,0
Persons,5,"Unemployed, looking for full-time work",210041240,Sunbury,0
Males,6,"Unemployed, looking for part-time work",210041240,Sunbury,0
Females,6,"Unemployed, looking for part-time work",210041240,Sunbury,3
Persons,6,"Unemployed, looking for part-time work",210041240,Sunbury,3
Males,7,Not in the labour force,210041240,Sunbury,0
Females,7,Not in the labour force,210041240,Sunbury,48
Persons,7,Not in the labour force,210041240,Sunbury,45
Males,Z,Labour force status not stated,210041240,Sunbury,0
Females,Z,Labour force status not stated,210041240,Sunbury,0
Persons,Z,Labour force status not stated,210041240,Sunbury,0
Males,EMP,Total Employed,210041240,Sunbury,0
Females,EMP,Total Employed,210041240,Sunbury,36
Persons,EMP,Total Employed,210041240,Sunbury,36
Males,UEMP,Total Unemployed,210041240,Sunbury,0
Females,UEMP,Total Unemployed,210041240,Sunbury,3
Persons,UEMP,Total Unemployed,210041240,Sunbury,3
Males,LF,Total Labour Force,210041240,Sunbury,0
Females,LF,Total Labour Force,210041240,Sunbury,35
Persons,LF,Total Labour Force,210041240,Sunbury,38
Males,TOT,Total,210041240,Sunbury,3
Females,TOT,Total,210041240,Sunbury,85
Persons,TOT,Total,210041240,Sunbury,90
Males,1,"Employed, worked full-time",210041241,Sunbury - South,0
Females,1,"Employed, worked full-time",210041241,Sunbury - South,33
Persons,1,"Employed, worked full-time",210041241,Sunbury - South,33
Males,2,"Employed, worked part-time",210041241,Sunbury - South,3
Females,2,"Employed, worked part-time",210041241,Sunbury - South,60
Persons,2,"Employed, worked part-time",210041241,Sunbury - South,62
Males,3,"Employed, away from work",210041241,Sunbury - South,0
Females,3,"Employed, away from work",210041241,Sunbury - South,12
Persons,3,"Employed, away from work",210041241,Sunbury - South,12
Males,4,"Employed, hours of work not stated",210041241,Sunbury - South,0
Females,4,"Employed, hours of work not stated",210041241,Sunbury - South,4
Persons,4,"Employed, hours of work not stated",210041241,Sunbury - South,4
Males,5,"Unemployed, looking for full-time work",210041241,Sunbury - South,0
Females,5,"Unemployed, looking for full-time work",210041241,Sunbury - South,4
Persons,5,"Unemployed, looking for full-time work",210041241,Sunbury - South,4
Males,6,"Unemployed, looking for part-time work",210041241,Sunbury - South,0
Females,6,"Unemployed, looking for part-time work",210041241,Sunbury - South,9
Persons,6,"Unemployed, looking for part-time work",210041241,Sunbury - South,9
Males,7,Not in the labour force,210041241,Sunbury - South,0
Females,7,Not in the labour force,210041241,Sunbury - South,133
Persons,7,Not in the labour force,210041241,Sunbury - South,131
Males,Z,Labour force status not stated,210041241,Sunbury - South,0
Females,Z,Labour force status not stated,210041241,Sunbury - South,0
Persons,Z,Labour force status not stated,210041241,Sunbury - South,0
Males,EMP,Total Employed,210041241,Sunbury - South,3
Females,EMP,Total Employed,210041241,Sunbury - South,106
Persons,EMP,Total Employed,210041241,Sunbury - South,110
Males,UEMP,Total Unemployed,210041241,Sunbury - South,0
Females,UEMP,Total Unemployed,210041241,Sunbury - South,12
Persons,UEMP,Total Unemployed,210041241,Sunbury - South,14
Males,LF,Total Labour Force,210041241,Sunbury - South,4
Females,LF,Total Labour Force,210041241,Sunbury - South,122
Persons,LF,Total Labour Force,210041241,Sunbury - South,124
Males,TOT,Total,210041241,Sunbury - South,6
Females,TOT,Total,210041241,Sunbury - South,252
Persons,TOT,Total,210041241,Sunbury - South,260
Males,1,"Employed, worked full-time",210051242,Broadmeadows,0
Females,1,"Employed, worked full-time",210051242,Broadmeadows,11
Persons,1,"Employed, worked full-time",210051242,Broadmeadows,11
Males,2,"Employed, worked part-time",210051242,Broadmeadows,0
Females,2,"Employed, worked part-time",210051242,Broadmeadows,12
Persons,2,"Employed, worked part-time",210051242,Broadmeadows,12
Males,3,"Employed, away from work",210051242,Broadmeadows,0
Females,3,"Employed, away from work",210051242,Broadmeadows,3
Persons,3,"Employed, away from work",210051242,Broadmeadows,3
Males,4,"Employed, hours of work not stated",210051242,Broadmeadows,0
Females,4,"Employed, hours of work not stated",210051242,Broadmeadows,0
Persons,4,"Employed, hours of work not stated",210051242,Broadmeadows,0
Males,5,"Unemployed, looking for full-time work",210051242,Broadmeadows,0
Females,5,"Unemployed, looking for full-time work",210051242,Broadmeadows,3
Persons,5,"Unemployed, looking for full-time work",210051242,Broadmeadows,3
Males,6,"Unemployed, looking for part-time work",210051242,Broadmeadows,0
Females,6,"Unemployed, looking for part-time work",210051242,Broadmeadows,10
Persons,6,"Unemployed, looking for part-time work",210051242,Broadmeadows,10
Males,7,Not in the labour force,210051242,Broadmeadows,0
Females,7,Not in the labour force,210051242,Broadmeadows,143
Persons,7,Not in the labour force,210051242,Broadmeadows,142
Males,Z,Labour force status not stated,210051242,Broadmeadows,0
Females,Z,Labour force status not stated,210051242,Broadmeadows,0
Persons,Z,Labour force status not stated,210051242,Broadmeadows,0
Males,EMP,Total Employed,210051242,Broadmeadows,0
Females,EMP,Total Employed,210051242,Broadmeadows,28
Persons,EMP,Total Employed,210051242,Broadmeadows,28
Males,UEMP,Total Unemployed,210051242,Broadmeadows,0
Females,UEMP,Total Unemployed,210051242,Broadmeadows,14
Persons,UEMP,Total Unemployed,210051242,Broadmeadows,14
Males,LF,Total Labour Force,210051242,Broadmeadows,0
Females,LF,Total Labour Force,210051242,Broadmeadows,42
Persons,LF,Total Labour Force,210051242,Broadmeadows,42
Males,TOT,Total,210051242,Broadmeadows,4
Females,TOT,Total,210051242,Broadmeadows,187
Persons,TOT,Total,210051242,Broadmeadows,185
Males,1,"Employed, worked full-time",210051243,Campbellfield - Coolaroo,0
Females,1,"Employed, worked full-time",210051243,Campbellfield - Coolaroo,15
Persons,1,"Employed, worked full-time",210051243,Campbellfield - Coolaroo,15
Males,2,"Employed, worked part-time",210051243,Campbellfield - Coolaroo,3
Females,2,"Employed, worked part-time",210051243,Campbellfield - Coolaroo,17
Persons,2,"Employed, worked part-time",210051243,Campbellfield - Coolaroo,22
Males,3,"Employed, away from work",210051243,Campbellfield - Coolaroo,0
Females,3,"Employed, away from work",210051243,Campbellfield - Coolaroo,0
Persons,3,"Employed, away from work",210051243,Campbellfield - Coolaroo,0
Males,4,"Employed, hours of work not stated",210051243,Campbellfield - Coolaroo,0
Females,4,"Employed, hours of work not stated",210051243,Campbellfield - Coolaroo,0
Persons,4,"Employed, hours of work not stated",210051243,Campbellfield - Coolaroo,0
Males,5,"Unemployed, looking for full-time work",210051243,Campbellfield - Coolaroo,0
Females,5,"Unemployed, looking for full-time work",210051243,Campbellfield - Coolaroo,5
Persons,5,"Unemployed, looking for full-time work",210051243,Campbellfield - Coolaroo,5
Males,6,"Unemployed, looking for part-time work",210051243,Campbellfield - Coolaroo,0
Females,6,"Unemployed, looking for part-time work",210051243,Campbellfield - Coolaroo,6
Persons,6,"Unemployed, looking for part-time work",210051243,Campbellfield - Coolaroo,6
Males,7,Not in the labour force,210051243,Campbellfield - Coolaroo,8
Females,7,Not in the labour force,210051243,Campbellfield - Coolaroo,116
Persons,7,Not in the labour force,210051243,Campbellfield - Coolaroo,127
Males,Z,Labour force status not stated,210051243,Campbellfield - Coolaroo,0
Females,Z,Labour force status not stated,210051243,Campbellfield - Coolaroo,3
Persons,Z,Labour force status not stated,210051243,Campbellfield - Coolaroo,3
Males,EMP,Total Employed,210051243,Campbellfield - Coolaroo,3
Females,EMP,Total Employed,210051243,Campbellfield - Coolaroo,35
Persons,EMP,Total Employed,210051243,Campbellfield - Coolaroo,34
Males,UEMP,Total Unemployed,210051243,Campbellfield - Coolaroo,0
Females,UEMP,Total Unemployed,210051243,Campbellfield - Coolaroo,9
Persons,UEMP,Total Unemployed,210051243,Campbellfield - Coolaroo,9
Males,LF,Total Labour Force,210051243,Campbellfield - Coolaroo,3
Females,LF,Total Labour Force,210051243,Campbellfield - Coolaroo,41
Persons,LF,Total Labour Force,210051243,Campbellfield - Coolaroo,44
Males,TOT,Total,210051243,Campbellfield - Coolaroo,7
Females,TOT,Total,210051243,Campbellfield - Coolaroo,162
Persons,TOT,Total,210051243,Campbellfield - Coolaroo,176
Males,1,"Employed, worked full-time",210051245,Gladstone Park - Westmeadows,3
Females,1,"Employed, worked full-time",210051245,Gladstone Park - Westmeadows,17
Persons,1,"Employed, worked full-time",210051245,Gladstone Park - Westmeadows,15
Males,2,"Employed, worked part-time",210051245,Gladstone Park - Westmeadows,3
Females,2,"Employed, worked part-time",210051245,Gladstone Park - Westmeadows,26
Persons,2,"Employed, worked part-time",210051245,Gladstone Park - Westmeadows,28
Males,3,"Employed, away from work",210051245,Gladstone Park - Westmeadows,0
Females,3,"Employed, away from work",210051245,Gladstone Park - Westmeadows,6
Persons,3,"Employed, away from work",210051245,Gladstone Park - Westmeadows,6
Males,4,"Employed, hours of work not stated",210051245,Gladstone Park - Westmeadows,0
Females,4,"Employed, hours of work not stated",210051245,Gladstone Park - Westmeadows,0
Persons,4,"Employed, hours of work not stated",210051245,Gladstone Park - Westmeadows,3
Males,5,"Unemployed, looking for full-time work",210051245,Gladstone Park - Westmeadows,0
Females,5,"Unemployed, looking for full-time work",210051245,Gladstone Park - Westmeadows,0
Persons,5,"Unemployed, looking for full-time work",210051245,Gladstone Park - Westmeadows,0
Males,6,"Unemployed, looking for part-time work",210051245,Gladstone Park - Westmeadows,0
Females,6,"Unemployed, looking for part-time work",210051245,Gladstone Park - Westmeadows,3
Persons,6,"Unemployed, looking for part-time work",210051245,Gladstone Park - Westmeadows,3
Males,7,Not in the labour force,210051245,Gladstone Park - Westmeadows,0
Females,7,Not in the labour force,210051245,Gladstone Park - Westmeadows,63
Persons,7,Not in the labour force,210051245,Gladstone Park - Westmeadows,63
Males,Z,Labour force status not stated,210051245,Gladstone Park - Westmeadows,0
Females,Z,Labour force status not stated,210051245,Gladstone Park - Westmeadows,3
Persons,Z,Labour force status not stated,210051245,Gladstone Park - Westmeadows,7
Males,EMP,Total Employed,210051245,Gladstone Park - Westmeadows,7
Females,EMP,Total Employed,210051245,Gladstone Park - Westmeadows,45
Persons,EMP,Total Employed,210051245,Gladstone Park - Westmeadows,49
Males,UEMP,Total Unemployed,210051245,Gladstone Park - Westmeadows,0
Females,UEMP,Total Unemployed,210051245,Gladstone Park - Westmeadows,5
Persons,UEMP,Total Unemployed,210051245,Gladstone Park - Westmeadows,5
Males,LF,Total Labour Force,210051245,Gladstone Park - Westmeadows,7
Females,LF,Total Labour Force,210051245,Gladstone Park - Westmeadows,48
Persons,LF,Total Labour Force,210051245,Gladstone Park - Westmeadows,56
Males,TOT,Total,210051245,Gladstone Park - Westmeadows,6
Females,TOT,Total,210051245,Gladstone Park - Westmeadows,111
Persons,TOT,Total,210051245,Gladstone Park - Westmeadows,123
Males,1,"Employed, worked full-time",210051246,Greenvale - Bulla,8
Females,1,"Employed, worked full-time",210051246,Greenvale - Bulla,12
Persons,1,"Employed, worked full-time",210051246,Greenvale - Bulla,16
Males,2,"Employed, worked part-time",210051246,Greenvale - Bulla,0
Females,2,"Employed, worked part-time",210051246,Greenvale - Bulla,16
Persons,2,"Employed, worked part-time",210051246,Greenvale - Bulla,16
Males,3,"Employed, away from work",210051246,Greenvale - Bulla,0
Females,3,"Employed, away from work",210051246,Greenvale - Bulla,3
Persons,3,"Employed, away from work",210051246,Greenvale - Bulla,3
Males,4,"Employed, hours of work not stated",210051246,Greenvale - Bulla,0
Females,4,"Employed, hours of work not stated",210051246,Greenvale - Bulla,0
Persons,4,"Employed, hours of work not stated",210051246,Greenvale - Bulla,0
Males,5,"Unemployed, looking for full-time work",210051246,Greenvale - Bulla,0
